TRAFFIC_TIMESTAMP,TRAFFIC_START_TIME,TRAFFIC_END_TIME,TRAFFIC_ITEM_ID,TRAFFIC_ITEM_TYPE_DESC,CRITICALITY_DESCRIPTION,GEOLOC_ORIGIN_LATITUDE,GEOLOC_ORIGIN_LONGITUDE,GEOLOC_TO_LATITUDE,GEOLOC_TO_LONGITUDE
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,1811709051429817663,ROAD_CLOSURE,critical,32.85119,-96.58666,32.85295,-96.58688
04/29/2022 17:06:44 GMT,05/18/2021 15:58:30,05/03/2022 01:30:00,380286870254033751,ROAD_CLOSURE,critical,32.74624,-96.75827,32.74963,-96.76116
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 17:00:00,2052221062445050067,ROAD_CLOSURE,critical,32.76097,-96.81566,32.761,-96.81311
04/29/2022 17:06:44 GMT,04/29/2022 14:00:00,04/29/2022 20:00:00,3843291236781055365,CONSTRUCTION,minor,32.929941,-96.803561,32.9325,-96.80353
04/29/2022 17:06:44 GMT,04/29/2022 17:01:46,04/29/2022 17:16:16,2953352377627010084,CONGESTION,minor,32.89448,-96.89766,32.89595,-96.89764
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,3327450985045603960,ROAD_CLOSURE,critical,32.78473,-96.79274,32.78518,-96.79347
04/29/2022 17:06:44 GMT,04/29/2022 16:42:58,04/29/2022 17:12:58,4233058546937787232,CONGESTION,minor,32.76933,-96.77743,32.77481,-96.77853
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,1509302708335171400,CONSTRUCTION,critical,32.78389,-96.79173,32.78343,-96.79352
04/29/2022 17:06:44 GMT,04/27/2022 17:56:52,04/29/2022 17:57:02,1482640994682178128,CONSTRUCTION,minor,32.76444,-96.80672,32.68226,-96.82311
04/29/2022 17:06:44 GMT,04/29/2022 16:58:57,04/29/2022 17:13:57,2180942988743975155,CONGESTION,minor,32.79659,-96.81604,32.79397,-96.81472
04/29/2022 17:06:44 GMT,04/11/2022 14:00:00,04/29/2022 20:30:00,1972737694963246677,CONSTRUCTION,minor,32.63704,-96.77669,32.6273,-96.77196
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 13:00:00,4080093423330922102,ROAD_CLOSURE,critical,32.91618,-96.86905,32.91489,-96.86737
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,1026410736838726685,ROAD_CLOSURE,critical,32.91312,-96.88166,32.915,-96.8733
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,999834502955691593,ROAD_CLOSURE,critical,32.91369,-96.87733,32.91273,-96.8771
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,4266155418573783627,CONSTRUCTION,critical,32.798207,-96.809646,32.79712,-96.80834
04/29/2022 17:06:44 GMT,04/29/2022 16:54:00,04/29/2022 17:16:16,588712676494462102,CONGESTION,minor,32.64516,-96.78961,32.64259,-96.7996
04/29/2022 17:06:44 GMT,10/27/2021 22:00:00,05/06/2022 02:00:00,575038852143026800,ROAD_CLOSURE,critical,32.86693,-96.66617,32.8665,-96.66564
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,3431415993977620289,ROAD_CLOSURE,critical,32.91273,-96.8771,32.91369,-96.87733
04/29/2022 17:06:44 GMT,05/29/2021 01:28:22,07/16/2023 01:28:35,2362540374764184792,CONSTRUCTION,minor,32.83575,-96.6066,32.79408,-96.70467
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 15:00:00,2567027375678796513,ROAD_CLOSURE,critical,32.79814,-96.78414,32.79918,-96.78293
04/29/2022 17:06:44 GMT,04/28/2022 14:00:00,04/29/2022 20:00:00,4180312128624618237,CONSTRUCTION,minor,32.86563,-96.8117,32.86282,-96.84787
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,2465812168340873300,CONSTRUCTION,critical,32.79712,-96.80834,32.798207,-96.809646
04/29/2022 17:06:44 GMT,04/29/2022 02:57:23,04/30/2022 14:57:23,2221278793306000391,ROAD_CLOSURE,critical,32.75333,-96.76473,32.74953,-96.76131
04/29/2022 17:06:44 GMT,04/29/2022 14:00:00,04/29/2022 20:00:00,2734749232667008972,CONSTRUCTION,minor,32.85381,-96.56126,32.87618,-96.51856
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,1270564435905518747,CONSTRUCTION,critical,32.74855,-96.80922,32.74863,-96.81055
04/29/2022 17:06:44 GMT,04/29/2022 16:50:57,04/29/2022 17:20:57,924379839171559116,CONGESTION,minor,32.64236,-96.81208,32.64236,-96.81563
04/29/2022 17:06:44 GMT,10/19/2021 22:00:00,05/06/2022 01:00:00,990711008136257767,ROAD_CLOSURE,critical,32.73153,-96.82511,32.73133,-96.82513
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,3707477587732267023,CONSTRUCTION,critical,33.00725,-96.68074,33.00711,-96.68074
04/29/2022 17:06:44 GMT,04/01/2022 14:20:07,05/02/2022 15:39:14,2574544353191933400,CONSTRUCTION,minor,32.98684,-96.80345,32.92504,-96.80366
04/29/2022 17:06:44 GMT,04/29/2022 17:00:57,04/29/2022 17:15:57,3813588753369902286,CONGESTION,minor,32.85113,-96.56788,32.85325,-96.56263
04/29/2022 17:06:44 GMT,04/27/2020 14:00:00,09/02/2024 11:00:00,3435080654233049982,CONSTRUCTION,minor,32.83853,-96.63293,32.91759,-96.74436
04/29/2022 17:06:44 GMT,04/29/2022 02:08:03,04/30/2022 14:08:03,2839116726039250668,CONSTRUCTION,critical,32.83812,-96.63286,32.9178,-96.74468
04/29/2022 17:06:44 GMT,04/29/2022 16:54:57,04/29/2022 17:24:57,3577203127268022519,CONGESTION,minor,32.87411,-96.81049,32.87024,-96.81097
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,05/28/2022 10:00:00,2956162685617961617,CONSTRUCTION,critical,32.91533,-96.86875,32.91565,-96.86765
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,1231873148930181193,ROAD_CLOSURE,critical,32.75509,-96.76377,32.75413,-96.76495
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 15:00:00,3962432977691619971,ROAD_CLOSURE,critical,32.79918,-96.78293,32.79814,-96.78414
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,1896799193741032803,CONSTRUCTION,critical,33.00711,-96.68074,33.00725,-96.68074
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,05/28/2022 10:00:00,2195403597359973466,CONSTRUCTION,critical,32.91565,-96.86765,32.91533,-96.86875
04/29/2022 17:06:44 GMT,04/29/2022 16:39:15,04/29/2022 17:16:16,40384537121557476,CONGESTION,minor,32.74825,-96.76929,32.75128,-96.77021
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 13:00:00,1562995064081141210,ROAD_CLOSURE,critical,32.91489,-96.86737,32.91618,-96.86905
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,42987029647638380,ROAD_CLOSURE,critical,32.85116,-96.58284,32.85119,-96.58666
04/29/2022 17:06:44 GMT,05/29/2021 05:58:22,07/16/2023 01:58:34,374458592564169297,CONSTRUCTION,minor,32.79385,-96.70278,32.83428,-96.60962
04/29/2022 17:06:44 GMT,10/19/2021 21:00:00,05/05/2022 22:00:00,2640101861619626830,ROAD_CLOSURE,critical,32.77239,-96.81082,32.77262,-96.81082
04/29/2022 17:06:44 GMT,04/29/2022 02:08:23,04/30/2022 14:08:23,2142219721644835128,CONSTRUCTION,critical,32.78641,-96.79201,32.78389,-96.79173
04/29/2022 17:06:44 GMT,04/29/2022 16:57:30,04/29/2022 17:16:16,2758304611160441634,CONGESTION,minor,32.9175,-96.74471,32.91726,-96.74433
04/29/2022 17:06:44 GMT,10/20/2021 05:00:00,05/05/2022 22:00:00,4575021153205530734,ROAD_CLOSURE,critical,32.6942,-96.84422,32.70572,-96.83145
04/29/2022 17:06:44 GMT,04/29/2022 17:04:26,04/29/2022 17:16:16,893146347567650990,CONGESTION,minor,32.8428,-96.81431,32.84015,-96.81463
04/29/2022 17:06:44 GMT,04/29/2022 03:00:00,05/03/2022 03:00:00,4092583418777163009,CONSTRUCTION,minor,32.69131,-96.82307,32.75124,-96.80929
04/29/2022 17:06:44 GMT,04/29/2022 16:22:58,04/29/2022 18:22:58,4205025520086859296,CONSTRUCTION,major,32.74016,-96.82464,32.73722,-96.82462
04/29/2022 17:06:44 GMT,04/27/2022 17:56:48,04/29/2022 17:57:12,1170487512083651493,CONSTRUCTION,minor,32.92501,-96.80341,32.98679,-96.8033
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 15:00:00,2023587442276971313,CONSTRUCTION,critical,32.7588,-96.81417,32.76002,-96.81419
04/29/2022 17:06:44 GMT,04/27/2022 17:56:46,04/29/2022 17:57:07,394352296766915872,CONSTRUCTION,minor,32.66218,-96.86976,32.68624,-96.8484
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,4335082173457877934,ROAD_CLOSURE,critical,32.75436,-96.76513,32.756,-96.76645
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 15:00:00,4644601026958316339,ROAD_CLOSURE,critical,32.76662,-96.77751,32.76493,-96.77505
04/29/2022 17:06:44 GMT,04/11/2022 14:00:00,04/29/2022 20:00:00,737931956993022654,CONSTRUCTION,minor,32.83863,-96.69627,32.83994,-96.69466
04/29/2022 17:06:44 GMT,10/20/2021 05:00:00,05/05/2022 19:00:00,641942038211431301,ROAD_CLOSURE,critical,32.70534,-96.83185,32.69461,-96.84413
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,3303887759263829667,ROAD_CLOSURE,critical,32.75109,-96.76221,32.75347,-96.76441
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 13:00:00,4225353734696453630,ROAD_CLOSURE,critical,32.79601,-96.78646,32.796796,-96.78739
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,235196634342606710,ROAD_CLOSURE,critical,32.75413,-96.76495,32.75509,-96.76377
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,1542477887191529605,ROAD_CLOSURE,critical,32.85295,-96.58688,32.85119,-96.58666
04/29/2022 17:06:44 GMT,04/29/2022 02:43:23,04/30/2022 14:43:23,1942804021904493097,ROAD_CLOSURE,critical,32.84617,-96.89564,32.83955,-96.90488
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,1984889197096120846,CONSTRUCTION,critical,32.76427,-96.77604,32.76516,-96.77708
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:30:00,1494943497556760870,CONSTRUCTION,critical,32.76516,-96.77708,32.76285,-96.77772
04/29/2022 17:06:44 GMT,04/29/2022 16:54:32,04/29/2022 17:54:37,857929978807396726,ACCIDENT,minor,32.90031,-96.71769,32.90031,-96.71769
04/29/2022 17:06:44 GMT,04/29/2022 17:03:05,04/29/2022 17:16:16,605713045192100773,CONGESTION,minor,32.80395,-96.817,32.80223,-96.81662
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 15:00:00,1322515901055203089,CONSTRUCTION,critical,32.76002,-96.81419,32.7588,-96.81417
04/29/2022 17:06:44 GMT,10/19/2021 20:00:00,05/02/2022 21:00:00,4092312318724209000,ROAD_CLOSURE,critical,32.7449,-96.81318,32.74503,-96.81281
04/29/2022 17:06:44 GMT,04/29/2022 16:15:32,05/03/2022 16:15:37,1452526767455217583,CONSTRUCTION,minor,32.74034,-96.8228,32.74006,-96.82282
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 17:00:00,2406879823622199365,ROAD_CLOSURE,critical,32.761,-96.81311,32.76097,-96.81566
04/29/2022 17:06:44 GMT,04/26/2022 14:00:00,04/29/2022 20:00:00,1000235000218201339,CONSTRUCTION,minor,32.8655,-96.80061,32.8655,-96.79929
04/29/2022 17:06:44 GMT,04/29/2022 02:06:53,04/30/2022 14:06:53,923547887741202681,ACCIDENT,critical,32.91636,-96.74282,32.83835,-96.63315
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,286419052913510434,ROAD_CLOSURE,critical,32.85119,-96.58666,32.85116,-96.58284
04/29/2022 17:06:44 GMT,04/29/2022 03:00:00,05/03/2022 03:00:00,866997072027271373,CONSTRUCTION,minor,32.98315,-96.71239,33.02835,-96.70904
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 13:00:00,1427156861097919756,CONSTRUCTION,critical,32.79669,-96.77352,32.79512,-96.77167
04/29/2022 17:06:44 GMT,10/19/2021 21:00:00,05/05/2022 22:00:00,2227684437889345538,ROAD_CLOSURE,critical,32.77463,-96.81173,32.77239,-96.81082
04/29/2022 17:06:44 GMT,04/29/2022 16:58:57,04/29/2022 17:13:57,3145636731435398931,CONGESTION,minor,32.93044,-96.75804,32.92704,-96.76204
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 12:15:51,2991776678966768002,CONSTRUCTION,critical,32.78617,-96.79138,32.78623,-96.79197
04/29/2022 17:06:44 GMT,07/13/2020 15:00:00,07/13/2022 21:00:00,2918690139776662735,CONSTRUCTION,critical,32.656213,-96.979966,32.643783,-97.014212
04/29/2022 17:06:44 GMT,04/27/2020 14:00:00,09/02/2024 11:00:00,2002672158160362093,CONSTRUCTION,minor,32.89846,-96.71512,32.83895,-96.63328
04/29/2022 17:06:44 GMT,04/11/2022 14:00:00,04/29/2022 20:00:00,1510793198742076953,CONSTRUCTION,minor,32.847067,-96.685871,32.84932,-96.68322
04/29/2022 17:06:44 GMT,04/28/2022 14:00:00,04/29/2022 20:00:00,174132632775144951,CONSTRUCTION,minor,32.863015,-96.847893,32.86548,-96.81199
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 14:00:00,757638253332049052,ROAD_CLOSURE,critical,32.82435,-96.9195,32.82645,-96.91817
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,1717178001950603899,CONSTRUCTION,critical,33.0088,-96.66662,33.0087,-96.66651
04/29/2022 17:06:44 GMT,04/29/2022 17:04:58,04/29/2022 17:19:58,46008198950453615,CONGESTION,minor,32.76604,-96.91897,32.76616,-96.91208
04/29/2022 17:06:44 GMT,05/18/2021 15:17:00,05/02/2022 22:30:00,3701046546312176421,ROAD_CLOSURE,critical,32.74563,-96.75829,32.75119,-96.76272
04/29/2022 17:06:44 GMT,04/27/2022 17:56:53,04/29/2022 17:57:08,2576917922127794921,CONSTRUCTION,minor,32.68642,-96.84857,32.6623,-96.86995
04/29/2022 17:06:44 GMT,04/29/2022 16:23:19,04/29/2022 17:41:42,4302857168492544171,ACCIDENT,major,32.88991,-96.7697,32.88643,-96.77018
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,4481960160229760623,CONSTRUCTION,critical,32.74863,-96.81055,32.74855,-96.80922
04/29/2022 17:06:44 GMT,04/29/2022 16:33:57,04/29/2022 17:18:57,2016902213199393947,CONGESTION,minor,32.84281,-96.81431,32.83958,-96.8147
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,597650954896202232,ROAD_CLOSURE,critical,32.915,-96.8733,32.91312,-96.88166
04/29/2022 17:06:44 GMT,04/25/2022 03:00:00,04/30/2022 10:59:00,4411906461262092825,CONSTRUCTION,minor,32.821531,-96.816834,33.219113,-96.820112
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 11:59:00,2596904902977164680,CONSTRUCTION,critical,33.0087,-96.66651,33.0088,-96.66662
04/29/2022 17:06:44 GMT,02/15/2022 18:15:51,04/30/2022 13:00:00,1926424525057927034,CONSTRUCTION,critical,32.79512,-96.77167,32.79669,-96.77352
